pull_req_id,github_id,useful,requester,created_at,num_commits_open,lines_modified_open,files_modified_open,commits_on_files_touched,branch_hotness,branch_commits
12569032,2948,useless,mgol,1456321660,1,187,9,4.563560699588478,40.00687705761315,62
12515402,2939,useful,evanjbowling,1456165103,1,2,1,0,39.214307998971194,60
12513346,2938,useless,henrycaosg,1456157020,1,3,1,1.8349585905349795,39.27667682613168,60
12417316,2933,useless,LionNatsu,1455804415,1,3,1,0.7844111368312757,40.95164480452674,59
12378290,2927,useless,wllm-rbnt,1455690965,1,6,2,4.108195216049383,40.81329398148148,59
12356239,2925,useless,wllm-rbnt,1455626033,1,10,4,5.746815200617284,40.29997080761316,58
12316011,2923,useless,eivindga,1455509648,1,19,1,0.5743883744855967,18.422936342592596,27
12303747,2921,useless,all3fox,1455452892,1,11,1,1.4731319444444444,41.62264133230454,61
12201335,2916,useful,mgol,1455071767,1,12,1,0.22826324588477365,36.466085133744855,56
12005558,2891,useless,timmywil,1454338381,24,904,5,3.9031864711934157,38.207671424897114,68
11910233,2881,useless,jha-naman,1453970803,2,11,2,6.620752057613168,36.403841306584354,67
11885334,2878,useless,timmywil,1453885149,2,74,3,0.29461445473251024,37.15636959876544,70
11872826,2875,useless,bmwiedemann,1453850504,2,12,3,2.828563400205762,28.410959104938275,61
11871945,2874,useless,jha-naman,1453846697,1,15,1,1.4523761574074072,28.440823688271607,61
11824817,2867,useful,todorpr,1453704677,1,2,1,0,29.55492091049383,61
11824368,2865,useful,Nettsentrisk,1453698161,1,78,1,2.882409722222222,29.606036651234568,61
11822902,2864,useless,vitaliyterziev,1453693816,1,76,1,0.44367682613168724,29.6401216563786,61
11795391,2860,useless,jbedard,1453545954,2,267,1,1.093772890946502,28.78249909979424,61
11761450,2857,useless,zackhall,1453391806,2,7,1,0.23655684156378598,29.991736239711937,61
11726640,2855,useless,timmywil,1453281702,1,21,4,4.076872685185185,27.836638760288064,59
11702150,2850,useless,timmywil,1453200716,1,84,2,0.09050848765432096,27.44787242798353,60
11700690,2849,useful,timmywil,1453196918,1,2,1,0.9385533693415637,27.47717798353909,60
11699784,2848,useless,timmywil,1453194330,1,7,1,0.9377123199588477,27.49714711934156,60
11633696,2843,useless,lewatkins,1452882198,250,37040,201,66.46181275720167,26.96324176954732,74
11629438,2840,useless,timmywil,1452862200,1,28,2,1.9384846965020572,27.15608950617285,75
11602848,2835,useless,gibson042,1452771437,1,7,1,1.3240801183127573,27.026285365226332,74
11602357,2834,useless,topaxi,1452770254,1,11,1,0.2597861368312757,27.037543338477363,74
11598301,2832,useless,timmywil,1452759908,1,6,1,3.3522370113168725,26.131490354938276,73
11593453,2830,useless,mattbrundage,1452748065,1,2,1,1.3982042181069958,25.236999485596705,72
11588818,2827,useful,stevemao,1452732390,2,43,3,2.29694045781893,25.3821383744856,72
11585492,2826,useless,DQNEO,1452716605,1,2,1,1.3431948302469137,25.52829578189301,72
11584620,2825,useless,dwilson6,1452711809,1,2,1,0.9501324588477366,40.46842734053497,121
