pull_req_id,github_id,useful,requester,created_at,num_commits_open,lines_modified_open,files_modified_open,commits_on_files_touched,branch_hotness,branch_commits
17820608,26770,useful,rmarone,1476185469,2,4,1,15.461678626543211,500.7801540637858,1068
17823046,26765,useful,claudiob,1476174765,1,5,1,2.4388204732510284,498.2304430298351,1064
17816902,26762,useless,dixpac,1476165593,1,58,3,28.891015560699593,499.4878445216058,1067
17814723,26761,useless,choncou,1476161759,9,344,7,25.75593274176955,500.0139495884769,1068
17811986,26760,useless,xw19,1476156281,1,4,1,0,497.7557785493829,1066
17804376,26757,useful,biow0lf,1476138002,1,2,1,3.1406579218106994,500.26161882716127,1066
17798176,26756,useful,kamipo,1476115807,1,22,2,13.633822016460904,496.371319315843,1058
17797116,26755,useful,rafaelfranca,1476112416,5,325,12,22.525214891975303,486.46517592592517,1048
17792481,26754,useless,hwhelchel,1476101254,1,2,1,2.0928004115226337,485.96189056069875,1047
17788469,26753,useful,kamipo,1476093903,1,7,3,17.658022505144032,486.952790637861,1049
17772101,26750,useful,bogdanvlviv,1476056795,2,20,1,2.580788708847737,487.9555981224285,1053
17769792,26747,useful,kamipo,1476050930,1,20,3,19.43759014917695,488.74981687242826,1053
17767539,26746,useful,rafaelfranca,1476041425,37,2776,56,133.20473161008206,462.12796283436205,1027
17766480,26745,useful,kamipo,1476035957,1,22,5,32.69690586419754,462.85013824588526,1027
17749788,26741,useless,kenta-s,1475962935,1,1,1,1.9241498199588478,468.5485439814817,1033
17745070,26740,useful,y-yagi,1475938075,1,4,1,2.5679751800411523,469.8501265432094,1037
17742344,26738,useful,bogdanvlviv,1475924809,1,1,1,3.7780896347736626,471.6192677469131,1037
17738839,26737,useless,MSP-Greg,1475908207,1,162,1,3.507845807613169,473.8359003343626,1039
17728626,26735,useful,kamipo,1475853025,1,14,3,22.705142618312763,478.21493544238643,1040
17725997,26732,useful,matthewd,1475844874,1,16,5,7.3011657664609055,479.30508976337444,1040
17717257,26730,useful,fxn,1475825278,1,4,1,2.886499099794239,473.89862937242793,1034
17707746,26729,useful,zzak,1475801015,1,7,2,22.18270190329218,477.1249593621403,1034
17695930,26728,useless,Azdaroth,1475755932,1,124,2,0,482.1391009516464,1041
17690937,26722,useless,Jerph,1475744701,1,16,2,0.7582332818930041,483.6426337448561,1041
17689372,26720,useless,kmcphillips,1475741353,1,22,2,0,480.0952516718102,1037
17682423,26718,useful,domcleal,1475726434,2,48,4,15.138697530864198,88.3001521347737,207
17682655,26717,useless,ToruIwashita,1475720730,2,92,2,10.156944701646092,481.8397668467074,1039
17675551,26715,useless,rvanlieshout,1475705969,1,19,1,5.12681674382716,483.81207638888844,1039
17671393,26714,useful,matthewd,1475686168,2,25,5,27.625113168724276,486.4629137088471,1043
17651802,26711,useless,iainbeeston,1475635453,4,546,25,100.01636381172837,483.4627588734575,1039
17650751,26710,useful,kenta-s,1475631765,1,4,2,2.2838359053497945,483.95553562242833,1039
17645425,26709,useless,MentalPower,1475611256,1,18,5,8.954020447530864,89.46529668209874,208
17602062,26706,useless,ChrisArcand,1475575037,4,48,4,36.60989737654321,493.59370074588486,1055
17633940,26705,useful,jcoleman,1475574546,2,10,3,3.6370540123456796,15.374355195473251,34
17599656,26703,useful,eileencodes,1475552308,34,2528,43,40.54779102366258,489.65250244341615,1049
17607805,26701,useful,kamipo,1475508473,1,2,1,9.883233667695476,491.5656354166668,1055
17607773,26700,useless,zachaysan,1475508390,1,172,1,7.232280349794238,491.57689634773624,1055
17602217,26699,useful,Neodelf,1475498333,1,7,1,0.35750643004115223,490.93667193929986,1057
17583255,26695,useful,MentalPower,1475462759,1,49,5,32.64026195987654,492.76823263888895,1058
17580886,26693,useful,iainbeeston,1475456940,2,50,8,25.69153677983539,491.5519710648143,1056
17570373,26690,useful,y-yagi,1475421760,2,99,5,6.921711033950618,493.61114338991746,1061
17568862,26689,useful,kamipo,1475416044,2,68,7,54.71518814300409,494.3910657150208,1061
17567956,26688,useful,kamipo,1475413111,1,27,2,12.51834593621399,494.7919286265428,1064
17566526,26687,useful,kamipo,1475408736,1,11,4,25.467901105967066,495.39116345164655,1067
17564338,26686,useful,matthewd,1475402415,1,13,1,0.3695264917695473,491.24666306584345,1063
17560693,26684,useful,matthewd,1475391857,2,171,5,1.8328605967078189,489.6774264403297,1060
17551024,26683,useful,y-yagi,1475350295,1,13,1,0,491.3307228652264,1060
17548466,26682,useful,matthewd,1475336857,4,317,5,16.26732163065844,490.14915509259265,1058
17538680,26680,useless,itsNikolay,1475306742,1,22,11,0.19952533436213993,490.23376594650284,1055
17536462,26678,useful,larskanis,1475299920,1,1,1,4.509742926954732,491.1601698816865,1056
17533815,26677,useful,tbalthazar,1475289757,1,31,3,18.67088644547325,491.5363266460911,1056
17530172,26676,useful,matthewd,1475269852,2,199,15,15.093816615226338,490.23063297325143,1059
17517982,26672,useful,schpet,1475227437,2,69,7,5.686314943415639,508.18863837448606,1080
17453490,26660,useful,unasuke,1475121716,1,2,1,8.409813143004117,496.98250038580306,1093
17472145,26659,useful,y-yagi,1475105530,1,2,1,3.8698684413580247,495.4950187757207,1091
17464082,26657,useless,uaihebert,1475083778,1,28,3,35.90605542695473,498.5575302211927,1104
17456132,26655,useful,kamipo,1475066291,2,70,2,13.117339634773662,501.06655465534976,1125
17454680,26654,useful,Neodelf,1475062494,1,2,1,0.649798482510288,493.58717142489655,1119
17454674,26653,useful,Neodelf,1475062481,1,2,1,0.8411117541152263,493.5890421810698,1119
17454649,26652,useful,Neodelf,1475062472,1,4,1,1.2373047839506173,493.59033731995805,1119
17441919,26649,useful,michaellennox,1475033868,1,1,1,0.2737669753086419,495.7032941100826,1120
17438525,26648,useful,y-yagi,1475024668,1,4,1,6.265253600823045,497.0293227880652,1123
17424640,26646,useful,matthewd,1474978838,1,112,4,3.6357727623456793,503.7009283693415,1140
17423016,26643,useful,dylanahsmith,1474975564,2,79,3,3.897567001028807,17.2070329218107,44
17409576,26642,useless,lukaselmer,1474950666,1,36,2,10.454445473251027,505.8270771604931,1140
17407944,26640,useful,casperisfine,1474947382,1,12,2,5.741544753086419,502.355832818931,1136
17405193,26637,useful,y-yagi,1474940555,1,10,2,0.4294256687242798,503.35399588477327,1138
17396201,26636,useful,y-yagi,1474914464,1,2,1,0.8652312242798355,505.1675545267494,1140
17389505,26633,useful,kamipo,1474895903,1,2,1,3.0269931841563786,507.89762821501995,1148
17389347,26631,useful,kamipo,1474895471,1,4,1,3.027326517489712,507.9614059927991,1148
17388862,26630,useful,kamipo,1474894599,1,37,4,7.863690715020576,508.09014261831317,1148
17387713,26629,useful,kamipo,1474892191,1,6,1,0,506.4372534722212,1146
17373088,26626,useful,alexcameron89,1474860991,1,2,1,6.68379102366255,497.0516008230458,1135
17368837,26625,useful,apepper,1474848681,1,3,1,0,95.11891975308643,306
17361802,26622,useful,alexcameron89,1474819900,1,8,1,4.744026877572017,501.05928523662635,1140
17357746,26620,useful,maclover7,1474800223,2,2,1,0.4474540895061728,503.9518608539092,1144
17357170,26619,useful,maclover7,1474797681,1,3,1,7.523765560699588,500.3472425411518,1140
17352876,26616,useful,prathamesh-sonpatki,1474779693,1,18,3,14.992871527777778,90.81200681584365,303
17349576,26615,useless,iguchi1124,1474759279,1,4,1,0.9744456018518519,501.94167901234675,1136
17347439,26613,useful,adamcrown,1474746386,1,4,1,6.734041666666665,501.8165151748978,1134
