pull_req_id,github_id,useful,requester,created_at,num_commits_open,lines_modified_open,files_modified_open,commits_on_files_touched,branch_hotness,branch_commits,branch
27600063,23477,useful,gijsbotje,1502803337,2,4,1,6.707733410493827,281.3194265689292,556,v4-dev
27594541,23473,useful,XhmikosR,1502793591,1,2,1,8.402004501028808,282.0170751028804,557,v4-dev
27594139,23472,useful,XhmikosR,1502793001,1,6,1,6.257144675925926,282.05933719135794,557,v4-dev
27592598,23470,useful,Retroity,1502790275,1,6,1,5.25765920781893,281.2502089763374,556,v4-dev
27589602,23468,useful,andresgalante,1502785166,2,24,2,37.81927932098764,279.6068081275715,554,v4-dev
27582783,23461,useful,rbarysas,1502774050,1,1,1,0.9573757716049383,279.39411702674886,553,v4-dev
27579479,23459,useless,XhmikosR,1502768015,2,63,3,29.4378141718107,275.8048000257201,549,v4-dev
27578979,23458,useful,XhmikosR,1502766912,2,4,1,8.112211033950619,278.89623791152314,552,v4-dev
27578763,23457,useful,XhmikosR,1502766435,2,68,7,21.123012217078195,275.91635095164645,549,v4-dev
27578303,23456,useful,AlbertWillemsen-Centric,1502765399,1,9,1,19.120130144032927,272.9771322016462,546,v4-dev
27568760,23448,useful,XhmikosR,1502746963,1,91,1,10.429769675925925,273.2652880658435,545,v4-dev
27568142,23446,useless,mdo,1502744615,1,9,3,5.08083912037037,273.429853395062,545,v4-dev
27567697,23445,useful,mdo,1502742829,1,60,3,16.321502186213987,272.550856095679,544,v4-dev
27555242,23440,useless,jackmu95,1502709588,4,42,5,48.622509645061754,261.7990154320986,532,v4-dev
27553904,23439,useless,andresgalante,1502707401,1,5,1,34.87767155349795,261.9486404320986,532,v4-dev
27552539,23438,useful,andresgalante,1502704781,2,21,1,34.90058307613169,262.1278894032924,532,v4-dev
27550066,23435,useless,andresgalante,1502700103,2,38,1,34.941491512345685,262.4479377572017,532,v4-dev
27549598,23434,useless,bkspang1992,1502699277,250,7943,153,200.58618261316724,262.50444907407444,532,v4-dev
27548239,23432,useful,coryjb,1502696770,1,2,1,4.556839248971194,262.67614943415646,533,v4-dev
27547047,23430,useful,arthurpf,1502694628,1,1,1,18.523259902263373,262.82297119341547,533,v4-dev
27545193,23424,useless,patkub,1502691682,1,1,1,0.28958809156378595,263.0249025205766,533,v4-dev
27545009,23423,useless,coolcat-creations,1502691450,1,6,1,1.7245743312757202,263.04080478395025,533,v4-dev
27542662,23421,useful,chiraggmodi,1502687712,3,6,2,9.822822788065846,263.2970231481483,533,v4-dev
27541312,23420,useful,andresgalante,1502685447,2,4,1,35.06965612139918,263.45227584876585,533,v4-dev
27539584,23416,useful,johnsenpeder,1502682038,1,2,1,0.653073559670782,263.6859431584361,533,v4-dev
27539349,23415,useful,Yurookai,1502681527,1,3,1,35.103935956790124,263.7209692644032,533,v4-dev
27538856,23414,useful,jackmu95,1502680670,2,12,3,10.598870498971191,263.77971167695495,533,v4-dev
27538627,23413,useless,jackmu95,1502680496,1,10,3,10.599340406378602,263.79163837448573,533,v4-dev
27534786,23409,useful,jipexu,1502670866,2,2,1,12.143373971193421,264.4517193930042,533,v4-dev
27531872,23405,useless,chiraggmodi,1502663539,1,2,1,3.862935699588477,264.95394302983544,533,v4-dev
27529800,23403,useful,mdo,1502656487,1,6,1,3.8701908436213994,265.43731700102876,533,v4-dev
27529732,23402,useful,mdo,1502656155,1,1,1,0.8767115483539095,265.4600736882713,533,v4-dev
27523554,23396,useful,mdo,1502629567,1,12,1,5.211256430041152,261.0388768004115,525,v4-dev
27523273,23395,useless,jipexu,1502628474,250,7939,153,196.3714420010284,255.08727430555527,519,v4-dev
27511111,23388,useful,alanorth,1502581064,1,2,1,3.7668699845679017,253.22080478395065,514,v4-dev
27510791,23386,useful,XhmikosR,1502578906,2,3,2,3.412414609053498,254.3680464248973,515,v4-dev
27510361,23384,useful,JasonEtco,1502576088,1,20,1,0,252.54519945987678,513,v4-dev
27507322,23380,useless,gijsbotje,1502556006,2,116,2,15.091179783950615,253.8700536265433,513,v4-dev
27506501,23377,useful,mdo,1502550927,1,4,1,2.249179783950617,251.19105195473236,510,v4-dev
27506181,23375,useful,mdo,1502549004,1,44,1,0,251.31717463991748,510,v4-dev
27502488,23368,useful,gijsbotje,1502534715,1,2,1,4.3532896090534985,251.2499956275721,509,v4-dev
27502336,23367,useful,ahmadawais,1502534212,1,2,1,6.742927469135802,251.282920910494,509,v4-dev
27499081,23364,useless,ahmadawais,1502521666,1,2,1,5.757909336419755,251.13189711934132,535,v4-dev
27498766,23362,useless,ahmadawais,1502520405,1,2,1,9.576834362139916,13.528543595679011,15,gh-pages
27494950,23357,useful,Wcc723,1502510136,1,5,1,2.2104384002057613,258.99480028292237,542,v4-dev
27487961,23348,useful,StevenBlack,1502477559,1,2,1,5.820303497942386,254.16652224794203,535,v4-dev
27475533,23338,useful,supergibbs,1502444760,1,2,2,0.32285185185185195,253.39925450102854,532,v4-dev
27474289,23337,useful,razh,1502442682,1,4,1,1.5059740226337448,255.55638541666718,534,v4-dev
27473618,23335,useful,FezVrasta,1502441417,1,2,1,8.76836522633745,252.6237373971199,531,v4-dev
27471785,23333,useless,clarkwinkelmann,1502438705,1,2,1,10.911152906378604,245.77905491255189,524,v4-dev
27471403,23332,useful,clarkwinkelmann,1502438130,1,2,1,10.912927597736623,245.81780234053494,524,v4-dev
27470073,23330,useful,xt0rted,1502435689,1,2,1,11.92508487654321,247.99153137860063,526,v4-dev
27468593,23328,useful,StevenBlack,1502433171,1,2,1,3.7431370884773663,245.14767425411569,523,v4-dev
27468506,23327,useless,XhmikosR,1502433024,1,54,4,25.85931674382716,245.15756121399198,523,v4-dev
27466204,23325,useful,stuyam,1502429722,1,10,1,3.9859573045267487,244.37544020061767,522,v4-dev
27465514,23324,useful,chiraggmodi,1502428882,1,12,4,20.356534079218104,244.43182908950587,522,v4-dev
27463591,23323,useless,mbrodala,1502426594,1,2,1,9.943922582304523,244.5854216820985,522,v4-dev
27463327,23321,useful,XhmikosR,1502426092,1,6,2,3.224288708847737,243.61453317901208,521,v4-dev
27463331,23320,useful,XhmikosR,1502426080,1,4,2,5.7401212705761315,242.6110511831279,520,v4-dev
27462723,23318,useful,XhmikosR,1502424909,1,15,2,4.654418338477366,241.68510185185156,519,v4-dev
27462200,23317,useless,jalkoby,1502423819,2,40,2,37.79634092078191,241.7578526234568,519,v4-dev
27462091,23315,useful,jankdc,1502423615,2,44,9,33.43183847736625,241.7714683641977,519,v4-dev
27461888,23314,useful,XhmikosR,1502423232,1,56,19,66.16415239197539,241.79703125,519,v4-dev
27461557,23312,useless,chiraggmodi,1502422496,1,45,2,36.687889274691365,241.84615470678997,519,v4-dev
27459962,23309,useful,vanillajonathan,1502418596,1,18,1,2.2034176954732514,236.07962795781867,513,v4-dev
27458322,23303,useful,hammy2899,1502413871,1,2,1,2.5690942644032924,234.38150437242777,511,v4-dev
27457883,23301,useful,XhmikosR,1502412836,2,14,3,7.873957947530865,228.42346450617313,505,v4-dev
27457624,23300,useless,kukac7,1502412230,1,2,1,6.811016975308643,228.46282021604947,505,v4-dev
27456897,23298,useful,garthbjerk,1502410367,1,6,2,5.50782304526749,232.60195550411564,509,v4-dev
27456695,23297,useful,XhmikosR,1502409913,2,34,5,9.828423482510287,235.6469810956787,512,v4-dev
27455646,23293,useful,kukac7,1502407479,1,6,1,4.182731867283951,252.92461831275696,529,v4-dev
27455032,23289,useful,kukac7,1502405872,2,10,2,10.821055812757201,233.90163001543178,510,v4-dev
27453713,23286,useful,XhmikosR,1502402467,2,8,1,10.686252443415636,232.11333281893005,508,v4-dev
27422580,23273,useful,vanillajonathan,1502338573,1,1,1,8.182553883744855,180.70404732510303,453,v4-dev
27418401,23271,useless,navnathgawali,1502329316,1,1,1,0,181.24332471707862,453,v4-dev
27409293,23268,useful,XhmikosR,1502304685,1,16,3,12.73386226851852,182.67823251028796,453,v4-dev
27388500,23264,useful,XhmikosR,1502261199,1,3,2,18.332102752057608,184.20234413580235,452,v4-dev
27386997,23263,useful,XhmikosR,1502259022,1,9,1,2.0512409979423865,176.29419483024657,444,v4-dev
27369404,23260,useful,mdo,1502223217,1,15,1,23.661222608024698,178.3386161265431,444,v4-dev
27369038,23259,useful,mdo,1502221687,1,24,2,3.23257433127572,178.42597723765417,444,v4-dev
27348187,23255,useful,XhmikosR,1502178356,2,12,1,14.432766332304531,180.9001238425925,444,v4-dev
27346372,23253,useless,mdo,1502175491,1,3,1,2.3842806069958846,181.0637118055556,444,v4-dev
27336038,23248,useless,roura356a,1502159206,4,24,2,24.722573688271606,181.99356520061684,444,v4-dev
27325273,23247,useful,mdo,1502138270,1,23,2,3.5232283950617282,182.18412487139975,443,v4-dev
27325132,23246,useful,mdo,1502137690,1,10,2,17.048688914609052,182.21716756687238,443,v4-dev
27324590,23245,useful,mdo,1502136010,1,5,2,5.369294881687242,181.30865895061712,442,v4-dev
27324578,23244,useful,mdo,1502135947,4,45,4,20.243332433127563,181.31223996913565,442,v4-dev
27280875,23230,useful,lucascono,1502039210,1,2,1,2.026383101851852,184.79032780349834,441,v4-dev
27265632,23228,useful,pablocrivella,1501979688,1,2,1,10.67931262860082,187.15424112654327,442,v4-dev
27263125,23227,useless,chiraggmodi,1501964678,1,6,1,6.3046711676954725,188.0074329989709,442,v4-dev
27208654,23220,useless,wsycysdrhpa,1501795888,250,8847,155,223.92509284979442,187.07543994341535,431,v4-dev
27207505,23219,useless,sheethalbhat,1501791856,250,7943,153,224.28909284979312,187.298921424897,431,v4-dev
27199628,23216,useful,pat270,1501767672,1,4,1,1.123426440329218,188.63936689814815,431,v4-dev
27192299,23214,useless,devedse,1501754038,250,7939,158,231.97430195473407,189.39505799897154,431,v4-dev
27178318,23212,useless,1367356,1501734852,1,1,1,3.598398276748971,190.46483577674925,434,v4-dev
27146191,23208,useful,mstone6769,1501662319,1,36,1,0.8085304783950618,194.51667155349784,435,v4-dev
27145844,23207,useful,bkdotcom,1501661756,3,650,6,8.572396604938271,194.5481665380657,435,v4-dev
27145736,23206,useless,andresgalante,1501661509,1,2,1,24.919629115226336,194.5619840534979,435,v4-dev
27091274,23196,useless,tonywudiji,1501555957,1,2,1,0.5816984310699588,200.4667062757206,435,v4-dev
27087327,23194,useless,nextgenthemes,1501546760,1,4,1,17.899917695473256,200.98119894547318,435,v4-dev
27082443,23192,useful,envolute,1501534422,2,3,2,29.3678125,201.67140342078162,435,v4-dev
27082021,23191,useless,envolute,1501533112,1,6,1,4.438252829218107,201.74468659979408,435,v4-dev
27065154,23187,useful,pat270,1501494571,2,9,2,28.536108924897114,203.90239866255124,436,v4-dev
27049465,23184,useful,XhmikosR,1501465644,1,8,1,3.260829346707819,202.50604179526718,434,v4-dev
27046004,23182,useful,Johann-S,1501458193,1,2,1,0.6068434927983539,201.91708667695445,433,v4-dev
26952972,23168,useful,cvrebert,1501149053,1,20,1,2.091414351851852,207.87098713991762,427,v4-dev
26933094,23163,useful,XhmikosR,1501113062,2,4,2,3.0015735596707813,208.8389234825107,426,v4-dev
26931993,23162,useful,Johann-S,1501110715,1,23,8,57.93813477366254,208.96750141460896,426,v4-dev
26923685,23159,useful,cvrebert,1501084417,1,30,1,1.1125582561728395,209.41218608539086,428,v4-dev
26911236,23157,useless,MartijnCuppens,1501062760,6,1710,51,243.5957460133744,210.6042123199587,428,v4-dev
26902779,23156,useless,chengduoZH,1501049716,1,1,1,0,211.32216911008234,428,v4-dev
26876499,23151,useful,pat270,1500989745,1,2,1,3.113097222222222,214.62451067386854,429,v4-dev
26876021,23150,useful,pat270,1500988678,1,2,1,29.419013374485598,214.68337680041174,429,v4-dev
26804398,23146,useless,BuLaDePiDan,1500842685,1,1,1,0,222.7427705761316,430,v4-dev
26788451,23144,useless,hsyscut,1500778574,1,1,1,0,226.28800334362123,430,v4-dev
26785768,23143,useless,sepiariver,1500765295,1,42,4,11.374861111111114,227.02231018518506,430,v4-dev
26784033,23142,useless,sepiariver,1500757020,1,42,4,11.3982728909465,227.4799040637862,430,v4-dev
26772275,23140,useful,prateekgoel,1500705367,1,11,2,32.789660108024684,230.33622993827143,430,v4-dev
26772178,23139,useless,prateekgoel,1500704980,3,15,3,33.593068029835386,230.35763040123476,430,v4-dev
26770103,23138,useful,prateekgoel,1500698180,1,4,2,32.16396412037037,230.73365920781882,430,v4-dev
26763043,23135,useful,zce,1500659432,1,2,1,2.654786779835391,232.87737371399172,432,v4-dev
26704376,23130,useful,XhmikosR,1500530674,2,42,2,8.267635030864197,240.10027456275728,439,v4-dev
26697049,23125,useful,Johann-S,1500517288,2,4,2,28.385762602880654,240.8559913837448,439,v4-dev
26661824,23122,useful,coliff,1500440332,1,22,1,1.8062145061728396,245.21199909979433,442,v4-dev
26654694,23121,useful,wojtask9,1500425800,1,15,1,9.724381944444444,246.03967734053512,443,v4-dev
26618673,23118,useful,prateekgoel,1500348083,1,4,1,1.740650462962963,250.47723559670828,445,v4-dev
26579627,23110,useless,wojtask9,1500264455,1,42,2,37.83332960390946,255.27244817386836,448,v4-dev
26579543,23109,useless,chiraggmodi,1500264274,3,8,3,46.674420010288046,255.28287615740703,448,v4-dev
26578685,23108,useful,chiraggmodi,1500262702,1,1,1,5.019348508230452,255.37344405864204,448,v4-dev
26571003,23106,useful,chiraggmodi,1500246173,1,1,1,34.53957317386832,256.3257321244853,448,v4-dev
26559321,23104,useful,mdo,1500200347,2,29,1,4.977511574074073,256.9580281635802,447,v4-dev
26553563,23102,useful,XhmikosR,1500179276,11,158,8,22.192432998971178,258.16928549382754,447,v4-dev
26553269,23101,useful,XhmikosR,1500177901,2,129,16,2.9245887345679016,257.24404963991765,446,v4-dev
26547407,23099,useful,bardiharborow,1500148976,1,5,3,25.590025848765432,257.9053671553497,453,v4-dev
26538858,23098,useless,torrejonrodrigo,1500108771,250,7943,153,363.3990699588449,257.2212043467079,450,v4-dev
26533242,23095,useful,CVarisco,1500090901,6,401,14,102.24240059156377,258.2553478652263,450,v4-dev
26531272,23094,useful,bardiharborow,1500080787,3,363,11,60.93734246399172,258.84064879115215,450,v4-dev
26530957,23093,useless,fossabot,1500079251,1,4,1,5.893458204732512,258.92953768004134,450,v4-dev
26529120,23092,useful,chiraggmodi,1500069743,1,329,37,458.05538528806625,259.47976916152265,450,v4-dev
26528720,23091,useful,bardiharborow,1500067679,1,4,1,1.5423560956790126,258.59499871399186,449,v4-dev
26507451,23087,useful,XhmikosR,1500011532,2,4,1,1.781843492798354,252.9991356738681,440,v4-dev
26507374,23085,useless,chiraggmodi,1500011412,2,12,2,0,253.00592579732555,440,v4-dev
26494814,23078,useful,chiraggmodi,1499982887,1,5,2,10.354770833333337,254.61999472736616,440,v4-dev
26490875,23077,useless,sdjkjkjjk,1499969130,1,3,1,0.9012597736625514,37.41943788580246,42,v3.4.0-dev
26487551,23072,useful,pat270,1499958126,1,28,2,40.07042361111113,256.02108011831274,440,v4-dev
26484234,23071,useless,bramw,1499949978,250,7943,153,378.85939338991597,256.4821295010285,440,v4-dev
26477529,23068,useful,pat270,1499938779,1,3,2,37.23340110596706,257.1158177726343,440,v4-dev
26475759,23067,useful,pat270,1499935741,1,26,2,40.26617721193415,257.28772106481443,440,v4-dev
26465246,23064,useless,chiraggmodi,1499922020,1,333,38,484.7277847222194,258.065648019547,441,v4-dev
26443855,23060,useful,patrickhlauke,1499868599,2,61,1,3.265375,260.09935030864193,442,v4-dev
26426747,23055,useful,C-Lodder,1499838895,1,5,1,4.620982510288065,261.78914377571977,443,v4-dev
26404686,23051,useful,Wcc723,1499788666,1,2,1,6.374280735596708,263.64815612139904,445,v4-dev
26376512,23044,useful,patrickhlauke,1499736921,1,23,1,1.0114525462962962,265.6130203189297,446,v4-dev
26354677,23040,useless,AiCoutoS,1499682513,1,2,1,6.799447016460904,268.73364377572057,446,v4-dev
26311969,23028,useless,PerfectPixel,1499574318,1,2,1,6.04850257201646,274.01112641460867,453,v4-dev
26310621,23026,useless,AiCoutoS,1499567504,1,2,1,6.947349537037038,274.4080839763375,453,v4-dev
26308043,23025,useless,prateekgoel,1499554889,1,1264,7,2.4796687242798354,275.1429855967088,453,v4-dev
26306045,23023,useless,ChuHaiQuan,1499545425,2,4,1,1.7063051697530862,275.69719020061655,460,v4-dev
26301346,23022,useful,bembelimen,1499531597,1,6,1,11.518145318930042,276.51691602366276,461,v4-dev
26284093,23017,useless,tanbo0312,1499455752,1,7,1,0,280.07019212963047,486,v4-dev
26257930,23014,useful,gijsbotje,1499392567,1,2,1,7.329855838477368,284.0192546296308,486,v4-dev
26251566,23012,useless,Phantomphyre,1499377332,28,1625,37,189.45820833333374,284.9714421296302,486,v4-dev
26251038,23011,useless,laijie1994,1499375846,1,1,1,0,285.0643962191354,488,v4-dev
26239305,23010,useful,vincentlp,1499344021,1,2,1,3.3787267232510287,286.0574248971201,487,v4-dev
26175549,22998,useful,patrickhlauke,1499211588,1,1,1,4.282986882716049,292.3555438528804,486,v4-dev
26175373,22997,useless,humanwings,1499211099,2,5,1,0,292.38610635288063,486,v4-dev
26172227,22995,useful,mdo,1499202016,1,2,5,0,291.9487543724277,485,v4-dev
26172211,22994,useful,mdo,1499201959,1,2,1,41.859195987654324,291.95230954218147,485,v4-dev
26151687,22991,useless,mattonit,1499139720,1,4,1,9.799692386831277,290.8050492541152,480,v4-dev
26151330,22990,useful,Johann-S,1499138920,2,18,2,27.31292656893003,290.854431970164,480,v4-dev
26151109,22989,useless,roman-gordeev,1499138459,250,74695,432,220.47563130144027,290.88288876028787,480,v4-dev
26146131,22986,useful,gijsbotje,1499126483,1,1,1,12.815255401234566,291.6221480195472,480,v4-dev
26145365,22985,useful,Johann-S,1499124714,2,65,10,106.6289332561729,289.72292219650274,478,v4-dev
26143719,22984,useful,Wcc723,1499120255,1,2,1,1.8703368055555556,288.9927390689298,477,v4-dev
26130409,22978,useful,centromere,1499075684,1,2,1,8.498172453703704,290.71935686728347,476,v4-dev
26104919,22970,useless,vutriviet,1499008130,2,28,2,10.336176826131688,294.85499819958795,477,v4-dev
26089928,22966,useful,mdo,1498943741,2,6,1,5.499557355967078,288.7452821502065,468,v4-dev
26089425,22965,useful,mdo,1498939850,2,33,2,13.016284850823045,271.913796939301,451,v4-dev
26088838,22963,useful,mdo,1498935525,2,8,2,40.77113657407408,272.1650128600822,453,v4-dev
26088338,22961,useful,mdo,1498932184,5,131,18,75.84449202674898,272.35964673353914,453,v4-dev
26087563,22959,useful,mdo,1498927068,1,6,1,2.44699537037037,271.6533321759253,452,v4-dev
26086536,22958,useful,mdo,1498920875,4,85,2,6.826939171810699,271.009113425926,451,v4-dev
26086470,22956,useful,mdo,1498920548,1,4,1,4.239531507201647,271.02807908950626,451,v4-dev
26085871,22955,useful,mdo,1498917158,1,14,8,36.23567734053499,271.22469560185186,451,v4-dev
26084091,22954,useful,mdo,1498908477,7,98,8,81.36210069444445,271.7281846707816,451,v4-dev
26070396,22953,useful,mdo,1498837407,2,20,1,2.3217928240740737,273.84770126028764,452,v4-dev
26068289,22952,useless,wil93,1498831079,1,2,1,2.634019547325103,274.2155325360083,452,v4-dev
26067981,22951,useful,mdo,1498830190,2,34,2,10.55159426440329,273.2630236625513,451,v4-dev
26066315,22950,useful,mdo,1498827188,5,231,6,67.42246154835388,263.39300578703694,441,v4-dev
26065567,22949,useful,mdo,1498825401,1,35,3,42.5029117798354,261.48538271604997,439,v4-dev
26065550,22948,useful,mdo,1498825358,1,10,5,15.130706790123455,261.4878103137866,439,v4-dev
26063567,22947,useful,mdo,1498821403,1,2,1,7.012338091563786,260.70677764917747,438,v4-dev
26063476,22946,useful,mdo,1498821230,1,2,1,27.348964120370383,259.71234542181054,437,v4-dev
26039332,22943,useful,mdo,1498768986,2,20,1,3.511044110082304,212.32205182613134,385,v4-dev
26039238,22942,useful,mdo,1498768579,1,53,3,14.699626028806584,253.57906391460884,428,v4-dev
26038350,22940,useful,mdo,1498765380,4,121,7,44.862429526748976,212.5005896347733,385,v4-dev
26029683,22939,useless,catchMouse,1498745704,1,1,1,0,212.46816846707807,384,v4-dev
26017770,22936,useful,craigpotter,1498723309,1,8,1,2.023479552469136,212.56732021604918,384,v4-dev
26004332,22932,useless,hebbet,1498700461,1,2,1,2.70120987654321,213.69561651234582,384,v4-dev
25998548,22930,useless,geriyoga,1498687437,1,2,1,7.437621399176954,214.33898752572003,385,v4-dev
25981669,22926,useful,pat270,1498646433,2,116,4,35.47989827674897,216.36914956275686,385,v4-dev
25957855,22921,useful,Johann-S,1498609396,1,1211,1,10.523186856995885,217.19867528292167,384,v4-dev
25930078,22918,useless,marcoscv-work,1498545837,1,2,2,29.42764570473252,220.33739133230418,384,v4-dev
25920079,22915,useful,richbeales,1498528504,1,2,1,9.216576646090536,220.18914120370363,383,v4-dev
25901702,22912,useless,mdo,1498478902,1,11,1,2.11777237654321,222.65689981995868,391,v4-dev
25891805,22910,useful,CarloMartini,1498461472,1,7,1,3.7697435699588473,223.53333114711904,391,v4-dev
25838227,22905,useless,liuguilai,1498286420,1,1,1,9.273566358024693,230.47670550411496,410,v4-dev
25830999,22904,useless,kkfkkf,1498253551,1,5,1,2.204713348765432,232.20976748971208,410,v4-dev
25778443,22897,useful,Johann-S,1498130176,1,7,2,38.30914300411523,237.7106359310699,409,v4-dev
25774619,22896,useless,lemuelbarango,1498125273,1,2,1,2.2542033179012346,237.9688166152264,410,v4-dev
25773408,22895,useful,scottpetrovic,1498124009,1,36,18,105.38669032921808,238.03546270576103,410,v4-dev
25770297,22892,useful,infectedbean,1498118603,1,5,1,2.2567766203703705,238.32050128600832,410,v4-dev
25766624,22890,useless,scottpetrovic,1498112835,1,4,2,13.365239711934155,238.62462680041165,410,v4-dev
25761999,22888,useless,Johann-S,1498105464,7,11564,48,324.4209967849794,239.0236511059668,424,v4-dev
25751391,22884,useless,bulinan,1498082554,1,2,1,3.779635673868313,240.27574112654366,425,v4-dev
25713060,22876,useful,Sibiraj-S,1498001354,1,10,1,2.302011574074074,243.7281552211936,426,v4-dev
25702501,22874,useless,pat270,1497969175,1,1,1,6.1954904835390945,244.48892605452707,427,v4-dev
25645060,22868,useless,krzysztofgwiazda,1497855932,1,5,1,16.439093749999998,250.71377301954712,429,v4-dev
25618219,22864,useful,Johann-S,1497780353,2,12,2,4.774548611111111,248.88335468106976,429,v4-dev
25616239,22863,useless,artyomtrityak,1497772392,2,4,1,4.643878858024691,249.32256108539048,429,v4-dev
25609230,22862,useful,mdo,1497742614,3,14,5,46.265415895061736,248.9735626286012,441,v4-dev
25606612,22860,useful,mdo,1497730009,1,30,2,40.09088040123457,244.66894508744923,440,v4-dev
25606453,22859,useful,mdo,1497728617,1,2,1,6.712781250000001,243.74343454218072,439,v4-dev
25606266,22858,useful,mdo,1497727374,1,10,2,8.255406507201645,243.81360905349806,439,v4-dev
25606021,22857,useful,mdo,1497725845,1,49,1,7.087448173868312,242.89566538065878,438,v4-dev
25605546,22855,useful,mdo,1497722967,1,4,1,2.6750052726337445,241.04910596707822,436,v4-dev
25604965,22854,useful,mdo,1497719271,1,14,1,0.7612677469135802,241.2563405349792,436,v4-dev
25598349,22851,useful,mdo,1497688290,3,496,28,154.32484812242797,228.97020910493805,423,v4-dev
25598173,22850,useful,mdo,1497687658,4,499,27,144.13773225308643,229.00458873456802,423,v4-dev
25594028,22848,useful,patrickhlauke,1497670628,4,22,6,16.220482381687244,228.9265857767491,422,v4-dev
25585976,22843,useful,pat270,1497625373,1,16,2,34.95057163065846,230.436519032922,436,v4-dev
25567744,22839,useful,Varunram,1497588629,1,2,1,2.461241898148148,232.49675360082372,436,v4-dev
25559923,22838,useful,Johann-S,1497570768,2,12,2,40.98198829732511,231.48981764403325,434,v4-dev
25559771,22837,useless,stevenruizhang,1497570478,1,2,1,7.416063143004115,231.50600334362107,434,v4-dev
25540267,22836,useful,mdo,1497519055,4,266,8,40.93632381687244,234.37606275720125,434,v4-dev
25522947,22834,useless,TheBuzzer67,1497488166,1,46,1,11.600827932098767,232.07173559670775,430,v4-dev
25522225,22833,useful,Johann-S,1497486865,1,28,2,28.65578639403293,231.1394263117287,429,v4-dev
25515088,22829,useful,mdo,1497470729,1,104,7,72.84551929012345,232.02964544753044,429,v4-dev
25515087,22828,useful,mdo,1497470728,1,134,6,39.543684156378596,232.02970061728476,429,v4-dev
25499215,22826,useful,Johann-S,1497434852,1,50,22,91.74392309670782,185.97555028292183,370,v4-dev
25479625,22824,useless,Varunram,1497400873,1,101,1,3.3484497170781893,186.58740650720148,369,v4-dev
25478980,22823,useless,Varunram,1497399601,1,14,1,8.91003433641975,186.6477676183129,369,v4-dev
25478765,22822,useful,Johann-S,1497399193,3,603,4,15.727669238683125,183.6545133744855,366,v4-dev
25473898,22821,useful,mdo,1497387008,1,7,4,7.445454218106996,184.22803575102853,366,v4-dev
25473509,22820,useful,mdo,1497385513,1,98,5,29.224737011316865,184.29840226337475,366,v4-dev
25466617,22819,useless,deadtype,1497362250,14,3263,66,196.01497518004126,184.38759194958834,365,v4-dev
25466163,22818,useful,pat270,1497361137,1,26,2,25.68898045267489,184.43983539094648,365,v4-dev
25452622,22814,useful,mdo,1497335145,1,3,1,13.005424125514402,177.62532510288037,357,v4-dev
25432372,22811,useful,dillonchanis,1497286692,1,15,1,1.705730066872428,179.85447479423877,358,v4-dev
25431265,22810,useful,pat270,1497282780,1,12,2,14.045052983539096,180.03457973251025,358,v4-dev
25431242,22809,useful,pat270,1497282682,1,26,2,18.19673392489711,180.03909156378612,358,v4-dev
25431127,22808,useful,pat270,1497282248,1,42,2,17.12657574588478,180.05907253086403,358,v4-dev
25431076,22807,useful,pat270,1497282055,1,24,3,20.53024061213992,180.06795807613182,358,v4-dev
25431013,22806,useful,pat270,1497281869,1,24,2,16.621864969135796,180.07652134773667,358,v4-dev
25430950,22805,useful,pat270,1497281652,1,24,2,16.01213143004115,180.0865118312759,358,v4-dev
25425134,22804,useful,pat270,1497267660,2,31,1,3.4067923096707817,180.7306908436218,358,v4-dev
25402635,22800,useless,valexiev,1497222863,1,2,1,4.313697788065843,182.79310416666667,358,v4-dev
25401231,22799,useful,Varunram,1497218623,1,18,1,3.4635480967078194,182.9883099279834,358,v4-dev
25397883,22798,useless,88287106,1497204939,1,2,1,3.2491923868312753,183.61830889917692,358,v4-dev
25373889,22794,useless,mdo,1497095184,1,1,1,1.754986239711934,188.69007793209846,361,v4-dev
25372478,22793,useful,Varunram,1497089530,1,22,1,8.45705954218107,188.95256430041167,361,v4-dev
25363178,22791,useless,zce,1497055342,1,2,1,14.192859696502056,190.54322595164598,363,v4-dev
25362963,22790,useless,zce,1497055061,1,46,1,14.194052211934158,190.55634362139912,363,v4-dev
25312883,22782,useful,Johann-S,1496920154,4,238,2,23.512393132716053,196.85408551954777,363,v4-dev
25271533,22773,useless,obinnangini,1496832301,2,8,1,7.2481419753086405,200.95524794238693,363,v4-dev
25219135,22758,useless,Johann-S,1496728407,2,62,2,6.1533864454732505,204.80290534979414,364,v4-dev
25194186,22756,useful,tomscholz,1496669259,1,4,1,23.502844650205756,207.5787406121396,365,v4-dev
25161072,22752,useless,geocode64,1496593829,1,6,1,3.649509773662551,211.1273631687245,366,v4-dev
25146520,22750,useful,Johann-S,1496534476,1,29,9,42.147149691358024,212.91676170267505,365,v4-dev
25124179,22746,useful,tvanro,1496436109,1,2,1,4.824526491769547,214.62034992283924,373,v4-dev
25122480,22744,useful,CDAGaming,1496426902,1,10,2,31.59386304012345,215.0632835648147,375,v4-dev
25071770,22741,useful,pat270,1496325266,1,12,2,22.41319868827159,218.9756628086418,380,v4-dev
25068844,22740,useful,pat270,1496319368,1,2,1,6.0454450874485595,219.26388811728427,380,v4-dev
25067753,22739,useless,pat270,1496317376,2,3,1,2.6768409207818933,219.36123379629632,380,v4-dev
